timestamp,value,classification,date,year,month,day,weekday,month_name,year_month
1970-01-01 00:00:01.521178200,33,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.521264600,31,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.521351000,29,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.521437400,29,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.521523800,37,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.521610200,36,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.521696600,36,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.521783000,28,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.521869400,32,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.521955800,30,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.522042200,31,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.522128600,24,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.522215000,24,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.522301400,18,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.522387800,12,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.522474200,16,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.522560600,16,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.522647000,11,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.522733400,22,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.522819800,22,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.522906200,17,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.522992600,19,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.523079000,20,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.523165400,17,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.523251800,21,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.523338200,18,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.523424600,20,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.523511000,18,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.523597400,23,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.523943000,26,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.524029400,24,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.524115800,25,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.524202200,26,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.524288600,32,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.524375000,31,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.524461400,28,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.524547800,29,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.524634200,64,Greed,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.524720600,47,Neutral,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.524807000,55,Neutral,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.524893400,54,Neutral,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.524979800,61,Greed,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.525066200,59,Greed,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.525152600,56,Greed,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.525239000,52,Neutral,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.525325400,55,Neutral,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.525411800,56,Greed,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.525498200,63,Greed,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.525584600,67,Greed,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.525671000,56,Greed,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.525757400,62,Greed,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.525843800,53,Neutral,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.525930200,63,Greed,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.526016600,41,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.526103000,44,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.526189400,40,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.526275800,40,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.526362200,40,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.526448600,32,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.526535000,31,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.526621400,37,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.526707800,31,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.526794200,32,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.526880600,41,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.526967000,30,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.527053400,26,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.527139800,27,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.527226200,25,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.527312600,23,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.527399000,19,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.527485400,22,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.527571800,16,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.527658200,38,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.527744600,25,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.527831000,24,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.527917400,27,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.528003800,40,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.528090200,41,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.528176600,26,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.528263000,42,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.528349400,38,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.528435800,40,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.528522200,39,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.528608600,24,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.528695000,15,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.528781400,19,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.528867800,19,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.528954200,17,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.529040600,26,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.529127000,22,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.529213400,23,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.529299800,27,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.529386200,32,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.529472600,34,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.529559000,37,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.529645400,28,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.529731800,17,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.529818200,15,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.529904600,16,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.529991000,21,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.530077400,18,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.530163800,20,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.530250200,16,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.530336600,22,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.530423000,27,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.530509400,27,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.530595800,31,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.530682200,33,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.530768600,37,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.530855000,34,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.530941400,34,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.531027800,38,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.531114200,39,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.531200600,37,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.531287000,29,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.531373400,33,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.531459800,29,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.531546200,29,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.531632600,32,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.531719000,36,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.531805400,39,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.531891800,42,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.531978200,44,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.532064600,47,Neutral,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.532151000,43,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.532237400,46,Neutral,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.532323800,44,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.532410200,49,Neutral,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.532496600,54,Neutral,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.532583000,53,Neutral,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.532669400,47,Neutral,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.532755800,54,Neutral,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.532842200,54,Neutral,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.532928600,53,Neutral,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.533015000,48,Neutral,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.533101400,39,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.533187800,39,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.533274200,36,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.533360600,31,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.533447000,23,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.533533400,25,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.533619800,25,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.533706200,23,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.533792600,19,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.533879000,21,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.533965400,18,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.534051800,18,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.534138200,21,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.534224600,16,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.534311000,18,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.534397400,21,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.534483800,19,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.534570200,24,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.534656600,27,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.534743000,26,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.534829400,19,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.534915800,21,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.535002200,18,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.535088600,19,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.535175000,22,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.535261400,19,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.535347800,18,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.535434200,19,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.535520600,19,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.535607000,22,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.535693400,17,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.535779800,21,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.535866200,18,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.535952600,19,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.536039000,26,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.536125400,17,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.536211800,14,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.536298200,17,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.536384600,18,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.536471000,13,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.536557400,15,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.536643800,18,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.536730200,14,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.536816600,20,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.536903000,23,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.536989400,24,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.537075800,28,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.537162200,25,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.537248600,21,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.537335000,24,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.537421400,24,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.537507800,31,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.537594200,35,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.537680600,38,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.537767000,43,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.537853400,37,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.537939800,37,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.538026200,42,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.538112600,42,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.538199000,37,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.538285400,34,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.538371800,35,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.538458200,33,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.538544600,36,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.538631000,29,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.538717400,37,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.538803800,34,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.538890200,29,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.538976600,26,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.539063000,31,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.539149400,28,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.539235800,19,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.539322200,13,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.539408600,15,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.539495000,18,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.539581400,20,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.539667800,24,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.539754200,23,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.539840600,26,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.539927000,24,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.540013400,21,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.540099800,21,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.540186200,27,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.540272600,24,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.540359000,23,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.540445400,25,Extreme Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.540531800,29,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.540618200,33,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.540704600,35,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.540791000,34,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.540877400,31,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.540963800,32,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.541050200,29,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.541136600,36,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.541223000,36,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.541309400,41,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
1970-01-01 00:00:01.541395800,42,Fear,1970-01-01,1970,1,1,Thursday,January,1970-01
